0;0;36;2;-1;0.9;-0.1
0;1;36;1;-100;0.9;-10.0
0;2;36;1;-100;0.9;-19.0
0;3;36;2;-1;0.9;-0.19
0;4;36;1;-100;0.9;-27.1
0;5;36;3;-1;0.9;-0.1
0;6;36;0;-1;0.9;-0.1
0;7;24;1;-1;0.9;-0.1
0;8;25;1;-1;0.9;-0.1
0;9;26;3;-1;0.9;-0.1
0;10;25;2;-100;0.9;-10.009900000000002
0;11;36;2;-1;0.9;-0.28090000000000004
0;12;36;2;-1;0.9;-0.36271000000000003
0;13;36;2;-1;0.9;-0.43633900000000003
0;14;36;2;-1;0.9;-0.5026051
0;15;36;0;-1;0.9;-0.19
0;16;24;3;-1;0.9;-0.1
0;17;24;3;-1;0.9;-0.19
0;18;24;3;-1;0.9;-0.271
0;19;24;0;-1;0.9;-0.1
0;20;12;1;-1;0.9;-0.1
0;21;13;0;-1;0.9;-0.1
0;22;1;3;-1;0.9;-0.1
0;23;0;2;-1;0.9;-0.1
0;24;12;1;-1;0.9;-0.19
0;25;13;2;-1;0.9;-0.1
0;26;25;2;-100;0.9;-19.018810000000002
0;27;36;2;-1;0.9;-0.56224459
0;28;36;0;-1;0.9;-0.271
0;29;24;2;-1;0.9;-0.1099
1;0;36;3;-1;0.8991;-0.19990000000000002
1;1;36;1;-100;0.8991;-34.4097901
1;2;36;3;-1;0.8991;-0.2997001
1;3;36;0;-1;0.8991;-0.3538
1;4;24;3;-1;0.8991;-0.3538
1;5;24;0;-1;0.8991;-0.19
1;6;12;3;-1;0.8991;-0.1
1;7;12;0;-1;0.8991;-0.1
1;8;0;3;-1;0.8991;-0.1
1;9;0;0;-1;0.8991;-0.1
1;10;0;3;-1;0.8991;-0.19
1;11;0;0;-1;0.8991;-0.19
1;12;0;1;-1;0.8991;-0.1
1;13;1;0;-1;0.8991;-0.1
1;14;1;0;-1;0.8991;-0.19
1;15;1;1;-1;0.8991;-0.1
1;16;2;1;-1;0.8991;-0.1
1;17;3;0;-1;0.8991;-0.1
1;18;3;1;-1;0.8991;-0.1
1;19;4;3;-1;0.8991;-0.1
1;20;3;0;-1;0.8991;-0.19
1;21;3;0;-1;0.8991;-0.271
1;22;3;0;-1;0.8991;-0.34390000000000004
1;23;3;2;-1;0.8991;-0.1
1;24;15;0;-1;0.8991;-0.1
1;25;3;0;-1;0.8991;-0.40951000000000004
1;26;3;2;-1;0.8991;-0.19
1;27;15;3;-1;0.8991;-0.1
1;28;14;0;-1;0.8991;-0.1
1;29;2;1;-1;0.8991;-0.19
2;0;36;3;-1;0.8982009;-0.39940039990000004
2;1;36;0;-1;0.8982009;-0.42832000000000003
2;2;24;2;-1;0.8982009;-0.2384506395901
2;3;36;3;-1;0.8982009;-0.4990009995001
2;4;36;0;-1;0.8982009;-0.49538800000000005
2;5;24;1;-1;0.8982009;-0.19
2;6;25;1;-1;0.8982009;-0.19
2;7;26;2;-100;0.8982009;-10.049043412000001
2;8;36;0;-1;0.8982009;-0.5646592
2;9;24;0;-1;0.8982009;-0.271
2;10;12;1;-1;0.8982009;-0.271
2;11;13;2;-1;0.8982009;-0.19
2;12;25;0;-1;0.8982009;-0.1
2;13;13;0;-1;0.8982009;-0.19
2;14;1;2;-1;0.8982009;-0.1
2;15;13;1;-1;0.8982009;-0.1
2;16;14;2;-1;0.8982009;-0.1
2;17;26;1;-1;0.8982009;-0.1
2;18;27;0;-1;0.8982009;-0.1
2;19;15;3;-1;0.8982009;-0.19
2;20;14;2;-1;0.8982009;-0.19
2;21;26;2;-100;0.8982009;-19.09354016975051
2;22;36;1;-100;0.8982009;-41.018212188950514
2;23;36;0;-1;0.8982009;-0.62700328
2;24;24;3;-1;0.8982009;-0.43723
2;25;24;1;-1;0.8982009;-0.271
2;26;25;0;-1;0.8982009;-0.19
2;27;13;2;-1;0.8982009;-0.271
2;28;25;2;-100;0.8982009;-27.16633009895051
2;29;36;1;-100;0.8982009;-46.96579206900597
3;0;36;3;-1;0.8973026990999999;-0.5985019985005999
3;1;36;0;-1;0.8973026990999999;-0.6879095653194199
3;2;24;2;-1;0.8973026990999999;-0.37026779004109
3;3;36;0;-1;0.8973026990999999;-0.7459476087874779
3;4;24;1;-1;0.8973026990999999;-0.34390000000000004
3;5;25;2;-100;0.8973026990999999;-34.50535930346546
3;6;36;1;-100;0.8973026990999999;-52.324875076515376
3;7;36;3;-1;0.8973026990999999;-0.69431401306054
3;8;36;2;-1;0.8973026990999999;-0.66168234541
3;9;36;3;-1;0.8973026990999999;-0.790389163950076
3;10;36;1;-100;0.8973026990999999;-57.15789412105943
3;11;36;3;-1;0.8973026990999999;-0.8768567997506584
3;12;36;1;-100;0.8973026990999999;-61.50761126114907
3;13;36;3;-1;0.8973026990999999;-0.9546776719711826
3;14;36;1;-100;0.8973026990999999;-65.42235668722975
3;15;36;0;-1;0.8973026990999999;-0.7981818479087301
3;16;24;1;-1;0.8973026990999999;-0.40951000000000004
3;17;25;1;-1;0.8973026990999999;-0.271
3;18;26;0;-1;0.8973026990999999;-0.1
3;19;14;1;-1;0.8973026990999999;-0.1
3;20;15;2;-1;0.8973026990999999;-0.1
3;21;27;0;-1;0.8973026990999999;-0.19
3;22;15;0;-1;0.8973026990999999;-0.19
3;23;3;3;-1;0.8973026990999999;-0.1
3;24;2;3;-1;0.8973026990999999;-0.1099
3;25;1;3;-1;0.8973026990999999;-0.19990000000000002
3;26;0;2;-1;0.8973026990999999;-0.19
3;27;12;0;-1;0.8973026990999999;-0.19990000000000002
3;28;0;0;-1;0.8973026990999999;-0.28090000000000004
3;29;0;3;-1;0.8973026990999999;-0.28090000000000004
4;0;36;0;-1;0.8964053964008999;-0.8451926631178571
4;1;24;2;-1;0.8964053964008999;-0.498747563232571
4;2;36;0;-1;0.8964053964008999;-0.8875023968060713
4;3;24;1;-1;0.8964053964008999;-0.46855900000000006
4;4;25;3;-1;0.8964053964008999;-0.126829
4;5;24;3;-1;0.8964053964008999;-0.520336
4;6;24;1;-1;0.8964053964008999;-0.5342591710000001
4;7;25;3;-1;0.8964053964008999;-0.2409751
4;8;24;0;-1;0.8964053964008999;-0.34390000000000004
4;9;12;0;-1;0.8964053964008999;-0.28981
4;10;0;0;-1;0.8964053964008999;-0.36271000000000003
4;11;0;1;-1;0.8964053964008999;-0.19990000000000002
4;12;1;0;-1;0.8964053964008999;-0.28090000000000004
4;13;1;3;-1;0.8964053964008999;-0.29872000000000004
4;14;0;2;-1;0.8964053964008999;-0.271
4;15;12;3;-1;0.8964053964008999;-0.19
4;16;12;2;-1;0.8964053964008999;-0.1340461
4;17;24;2;-1;0.8964053964008999;-0.6143793591049039
4;18;36;0;-1;0.8964053964008999;-0.9327982571254642
4;19;24;0;-1;0.8964053964008999;-0.4227805639000001
4;20;12;2;-1;0.8964053964008999;-0.26249676582610004
4;21;24;0;-1;0.8964053964008999;-0.49931250751000006
4;22;12;0;-1;0.8964053964008999;-0.38061910000000004
4;23;0;3;-1;0.8964053964008999;-0.37260010000000005
4;24;0;2;-1;0.8964053964008999;-0.36271000000000003
